City/Town,County,Population,Total Case Counts,Two Week Case Counts,Average Daily Rate,Color,Change in Last Week,Total Tests,Total Tests Last Two Weeks,Total Positive Tests,Percent Positivity,Change Since Last Week,Testing Rate,Report Date,Start_Date,End_Date
Abington,Plymouth,"18,224",861,180,70.5,Red,Lower,15951,1750,194,11.09%,Higher,9602.60,2020-12-31,2020-12-13,2020-12-26
Acton,Middlesex,"23,728",509,77,23.2,Yellow,Lower,23336,2490,96,3.86%,Lower,10494.03,2020-12-31,2020-12-13,2020-12-26
Acushnet,Bristol,"10,449",574,93,63.6,Red,Lower,10986,939,113,12.03%,Higher,8986.26,2020-12-31,2020-12-13,2020-12-26
Adams,Berkshire,"8,227",126,24,20.8,Yellow,Higher,7072,710,25,3.52%,Higher,8629.66,2020-12-31,2020-12-13,2020-12-26
Agawam,Hampden,"28,496",1386,211,52.9,Red,Higher,34218,3730,251,6.73%,Higher,13089.48,2020-12-31,2020-12-13,2020-12-26
Alford,Berkshire,462,<5,0,0.0,Grey,No Change,151,9,0,0.00%,No Change,1947.07,2020-12-31,2020-12-13,2020-12-26
All of Massachusetts,Statewide,"6,964,383",352558,56889,58.3,,Lower,10848872,1021284,66504,6.51%,Higher,14664.39,2020-12-31,2020-12-13,2020-12-26
Amesbury,Essex,"16,598",614,118,50.8,Red,Lower,16178,1730,135,7.80%,Lower,10422.93,2020-12-31,2020-12-13,2020-12-26
Amherst,Hampshire,"40,259",832,111,19.7,Yellow,Lower,180776,5732,127,2.22%,Higher,14237.73,2020-12-31,2020-12-13,2020-12-26
Andover,Essex,"36,064",1419,250,49.5,Red,Lower,53340,5056,294,5.81%,No Change,14019.50,2020-12-31,2020-12-13,2020-12-26
Aquinnah,Dukes,261,<5,0,0.0,Grey,No Change,410,20,0,0.00%,No Change,7668.62,2020-12-31,2020-12-13,2020-12-26
Arlington,Middlesex,"45,827",985,157,24.5,Yellow,Lower,61022,6352,181,2.85%,Higher,13860.78,2020-12-31,2020-12-13,2020-12-26
Ashburnham,Worcester,"6,287",166,38,43.2,Red,Higher,6198,528,41,7.77%,Higher,8398.93,2020-12-31,2020-12-13,2020-12-26
Ashby,Middlesex,"3,488",84,17,34.8,Yellow,Higher,2328,199,17,8.54%,Higher,5705.23,2020-12-31,2020-12-13,2020-12-26
Ashfield,Franklin,"1,695",17,<5,8.4,Grey,Lower,1330,119,2,1.68%,Lower,7019.11,2020-12-31,2020-12-13,2020-12-26
Ashland,Middlesex,"19,700",822,102,37.0,Yellow,Lower,21911,2362,116,4.91%,Lower,11989.57,2020-12-31,2020-12-13,2020-12-26
Athol,Worcester,"11,981",341,89,53.1,Red,Lower,12656,1444,102,7.06%,Higher,12052.08,2020-12-31,2020-12-13,2020-12-26
Attleboro,Bristol,"46,517",2355,337,51.7,Red,Lower,42211,4705,391,8.31%,No Change,10114.49,2020-12-31,2020-12-13,2020-12-26
Auburn,Worcester,"16,484",893,210,91.0,Red,Lower,19961,2174,224,10.30%,Higher,13188.45,2020-12-31,2020-12-13,2020-12-26
Avon,Norfolk,"4,376",237,46,75.1,Red,Lower,4534,504,49,9.72%,Higher,11516.86,2020-12-31,2020-12-13,2020-12-26
Ayer,Middlesex,"8,098",426,141,124.4,Red,Higher,11953,1139,144,12.64%,Higher,14064.82,2020-12-31,2020-12-13,2020-12-26
Barnstable,Barnstable,"44,773",1691,306,48.8,Red,Higher,38873,4823,335,6.95%,Higher,10772.23,2020-12-31,2020-12-13,2020-12-26
Barre,Worcester,"5,560",143,16,20.6,Yellow,Lower,4546,405,16,3.95%,Lower,7284.00,2020-12-31,2020-12-13,2020-12-26
